Date/Time|User|Trip Number|Fishing Method|Target Species|Vessel Name|Registration|Nationality|Captain|First Sailing Date|Last Arrival Date|Deleted Flag
04 Jul 2014 08:41:08|ASR|56||HOK|Tengawai|7380|New Zealand|Lizard|||N
